Country Name,alphaCode3,SeriesName,SeriesCode,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018
Finland,FIN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1873.29246614957,2187.6236408612,2389.20988199116,2479.15850984313,2715.37501129483,2938.38463783588,3197.86485926579,3345.387846133,3628.68528893201,4071.55609527692,4570.9068023473,4889.50427178454,5516.14052504312,6046.8303057748,6140.18668077724,5946.37732837519,6545.74679875675,6726.6636870735,7330.41446573276,7930.63137370952,8295.78609634619,8493.60536870693,8533.1617405918,9124.16463077973,9808.46625724143,10482.8316068317,10622.888181216,11358.3947521179,11778.2722707315,12034.7572733786,12485.6836482847,12470.7304327707,12514.1015693797,13012.6694308655,13603.2763578956,13591.3966705757,13721.9237583307,14454.9387285779,14846.4208194124,15075.8671905037,15305.409808607,15709.8832538423,16140.0669692216,16445.572561286,16777.5658490195,16117.8903321632,17215.0372901645,17160.8631199988,16349.2333250336,15243.1103879453,16484.0942753711,15710.9737593054,15689.2233076239,15510.8355034738,15249.9893802302,..,..,..,..
Finland,FIN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,18230.7226491344,18629.203092253,19930.4547580492,21194.9641903437,21769.9805285242,22009.2277862992,21992.2381086684,21916.8696849118,22498.581796202,24090.5744473146,25315.7598385249,25406.5387478937,25972.3055755763,26624.5677810289,27371.0897077533,28295.8356646659,29052.0055160823,29984.8934923434,31514.7139338403,32685.5748552683,32617.8297764796,30272.6251363973,28791.8119495936,28268.2908786236,29592.0753760114,30981.8231062059,32259.5509297368,34458.4427556539,36053.7839646168,37958.0608868632,40183.1807590605,41382.2904499804,42125.7964198993,42464.7713258179,44600.3098954217,45547.6155350482,47459.4108973806,49396.1179490303,49455.9068415239,45646.5797992082,46828.4072656665,47383.1773351172,46516.3741778784,45870.8112583199,45649.2366814476,45722.9797282199,47102.638717592,48126.2347168297,..
France,FRA,"Population, total",SP.POP.TOTL,46814237,47444751,48119649,48803680,49449403,50023774,50508717,50915456,51276054,51638260,52035095,52480421,52959228,53441264,53882416,54252574,54541493,54764462,54947975,55130594,55340782,55585824,55858727,56156284,56470769,56795686,57132691,57482591,57836486,58182702,58512808,58559311,58851217,59106768,59327192,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016227,64374989,64707044,65027507,65342775,65659789,65998660,66316092,66593366,66859768,67105513,..
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1456.6936122445,1543.71133700333,1646.8324613091,1743.22919910958,1888.49600469393,1980.15847424866,2088.29299702861,2180.7916244529,2263.22017681002,2467.31783758787,2623.01817648262,2746.16699435395,2920.45420299556,3148.95246489679,3247.66432151075,3235.31193192787,3573.42619865576,3670.70163128782,3914.42996761937,4187.72923070628,4407.65365404486,4567.74734507849,4606.90770844097,4699.50967553337,4933.01233422198,5246.40198905248,5494.94509194395,5634.2101906993,5717.29063899214,5836.01290981639,5940.75061309654,6359.7742808142,6475.78791786073,6453.00044150612,6530.41188937444,6621.94197064491,6905.16475295842,6833.13629846258,7015.50160395338,7149.29692549602,7224.52698542992,7342.25667535293,7299.24846049124,7529.55029912016,7661.49118023401,7652.86430371847,7540.29529789679,7513.5793304407,7643.44984975454,7338.04189849872,7734.72678262139,7232.98023385141,7363.42603842361,7367.84655930893,6939.52231081409,..,..,..,..
France,FRA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,21066.301222085,21802.544942122,22944.2037642174,23710.0696016718,23330.2583615957,24213.797585166,24935.4356431075,25852.1353626651,26713.9778215739,27113.1057597073,27273.5179829878,27722.2265659971,27752.2839918436,27967.1901078333,28399.4491476338,29045.263834835,29705.3471687317,30869.5302126366,31944.03434205,32685.7750054108,32987.3335343772,33414.4085171959,33101.7575202929,33682.7741113288,34249.4408844452,34767.6126451103,35574.8958221701,36727.2522756942,38049.566620115,39182.4525163321,39630.6606096985,39477.9644022542,39612.9953610814,40498.7151341723,40957.6990157835,41743.87163767,42497.6092410721,42363.5990239723,40771.6569176396,41579.0250726489,42419.7070087872,42152.8946767248,42203.3657483227,42376.607048308,42675.5212800688,42994.4149022152,43907.1465043635,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,78076,80703,83651,86837,90132,93438,96732,100029,103386,106857,110495,114313,118279,122356,126486,130619,134748,138864,143032,147296,151708,156243,160888,165613,170396,175204,180075,184950,189738,194252,198375,202016,205266,208345,211579,215196,219283,223731,228376,232952,237258,241273,245006,248499,251775,254886,257832,260594,263179,265581,267820,269843,271703,273528,275484,277690,280208,283007,..
French Polynesia,PYF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,499184,504167,509806,516265,523789,532511,542557,553823,565873,578108,590118,601731,613123,624621,636696,649716,663770,678774,694732,711533,729159,747587,766855,787013,808083,830085,853027,876863,901458,926622,952212,978223,1004676,1031504,1058663,1086137,1113994,1142324,1171224,1200773,1231122,1262259,1294409,1328146,1364205,1403126,1444844,1489193,1536411,1586754,1640210,1697101,1756817,1817271,1875713,1930175,1979786,2025137,..
Gabon,GAB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,186.12968253256,213.660228045596,259.357274251106,298.415570382098,383.244371386883,488.120885246396,646.754295244072,621.822515732685,725.194755548934,721.379013356483,789.20580480934,860.658142673648,918.663351177172,973.909858269509,1026.4009107501,1029.27574390963,1006.9988128134,995.054678088164,832.054494713055,916.812642562791,904.701688674259,883.867037731567,865.726162962044,765.116000086902,770.621017422296,848.299003405763,856.149393692157,917.84321359535,901.919013835254,878.060825815801,896.804855421906,921.656138052192,930.620579364016,908.954299390487,907.972626834654,935.741159599237,958.908616948911,970.443455559743,932.091552943935,948.049335146109,959.872158463167,984.735461917775,1079.64084608184,1172.8873233805,..,..,..,..
Gabon,GAB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,7237.43047337961,7727.0682571342,8470.77851746889,9047.9175857427,12051.9505477337,14409.0636931776,19415.167584113,16675.6765775911,11795.5951125608,11085.4736502289,11078.44271382,11551.3863208173,10950.7695360357,11282.974610866,12308.9046157438,11670.6358521463,11477.1186989762,9256.36608264141,10159.2427782925,10907.8521563152,10623.90898683,11003.507944684,10149.2742180795,10166.5252216385,10503.3541519467,10611.0276365446,10691.7331375463,10944.53527897,11471.5462587911,9978.09858995462,8850.05485272793,9332.78622795823,9413.49566823479,9222.64305054669,8489.50472864103,8905.2310211075,7963.56699642967,8004.00489423864,7363.46801030839,7723.61660435367,7604.08510192649,7543.06058123314,8220.36970885921,8536.11675235437,9339.69135270022,9067.66329563254,9115.39647350399,9098.28405327793,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,367928,376737,383523,389072,394553,400861,408180,416339,425510,435798,447285,460194,474539,489861,505512,521070,536409,551817,567831,585157,604369,625411,648210,673238,701104,732096,766589,804125,843050,881138,916808,949493,979718,1008358,1036829,1066223,1096708,1128169,1160944,1195420,1231844,1270495,1311349,1354194,1398573,1444204,1491021,1539116,1588572,1639560,1692149,1746363,1802125,1859324,1917852,1977590,2038501,2100568,..
"Gambia, The",GMB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,544.809023138955,..,..,..,..,..,..,..,..
Georgia,GEO,"Population, total",SP.POP.TOTL,3645600,3703600,3760300,3816100,3870300,3921600,3966700,4005800,4042300,4080300,4119900,4163000,4205300,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,..
Georgia,GEO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3039.15035401916,2696.70588721851,2125.1667179645,1936.8369611696,1988.59571272246,1492.36042855284,1150.78948967863,1331.52088329123,1517.81255898579,1563.79594687953,1574.3914041516,1583.5598734846,1653.38072119874,1749.86385730221,1814.45965971879,1916.47902904546,1769.17167459508,1829.97690768098,1881.53721148442,1833.04456065262,2049.54452365453,2289.13484865062,2329.92587038339,2498.34035744989,2693.97276022513,..,..,..,..
Georgia,GEO,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2978.61570899301,3223.30763987888,3525.50711805728,3619.42234189493,3823.02997833444,3849.58506391967,3858.23785863715,4026.0232941189,..
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82685827,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1586.74941529824,1683.4149131441,1790.68687742638,1916.92752796775,2060.547353827,2194.20606119805,2300.49979823189,2362.90894286748,2579.74991536894,2815.2213482273,3834.17840732823,4064.45471612434,4335.76962474748,4654.9850483931,4803.42320358824,4743.9448331011,5146.93257779375,5285.26078631661,5574.74521659247,5786.12721572171,5797.49975270977,5832.06487070239,5822.02735932476,5965.45819348748,6239.97181560413,6448.5398592336,6530.23871353475,6666.21959529249,6776.30791187298,6835.32990821242,6639.73169146049,6564.79719472728,6445.87399989269,6288.41635005255,6244.95722825812,6327.70975399499,6403.33372597692,6427.79876840273,6479.49024948385,6505.13299942364,6635.42140596667,6762.65339646636,6900.78052702986,7009.72649196861,7108.96252447699,7138.22148529185,7212.43744768757,7229.08991294766,7187.76400909623,6817.15839823657,7264.32259073555,7281.27217417162,7270.15252302734,7217.52908915495,7035.48297471676,..,..,..,..
Germany,DEU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,19726.2730847421,20292.5639225728,21046.6621351512,21989.7887013068,22178.7595356712,22088.2105883046,23302.1113589681,24115.2895990384,24938.5524179088,25910.2111258994,26230.3039867267,26306.8333844094,26205.7826701462,26752.3619822845,27699.6871915963,28411.5527532507,29008.3624578371,29345.6341965751,30461.866331438,31455.3521994774,32851.9601584045,34093.2435415528,34434.1426843136,33822.0471632711,34300.7295322363,34712.7939296094,34932.9685263459,35453.5415549455,36013.6556284416,36638.3016889081,37745.1386083622,38251.5388858785,38046.7346396585,37868.7938466868,38948.9551939703,39317.6949546799,41154.1545068822,42447.492092059,42771.155644912,40994.2123504394,42608.8104140148,45227.1439977465,45285.917165042,45349.669347207,46012.0662304647,46510.2539563604,47094.5464867123,47967.3263562735,..
Ghana,GHA,"Population, total",SP.POP.TOTL,6652287,6866539,7085464,7303432,7513289,7710549,7890992,8057444,8221020,8397347,8596983,8827273,9083573,9350111,9604276,9831407,10023472,10189890,10354499,10550777,10802028,11117605,11488106,11895125,12311158,12716228,13104296,13481406,13854214,14233874,14628260,15039514,15463854,15896432,16330174,16760467,17185608,17608812,18036494,18477612,18938762,19421605,19924522,20446782,20986536,21542009,22113425,22700212,23298640,23903831,24512104,25121796,25733049,26346251,26962563,27582821,28206728,28833629,..
Ghana,GHA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,313.120484661571,346.889929766624,392.294808050942,399.509551787142,377.362060181213,390.782754718126,401.476365299331,331.160397040938,399.686203205698,425.938536726622,418.435445403934,376.650424360639,165.614064585282,93.4924237021408,163.806436940262,259.304277009616,288.619747821555,305.033544306447,308.840727408434,326.76476901559,339.771617620091,355.215459225106,340.516664368457,340.902675011301,354.823048784977,367.63319633498,393.382585946173,275.164341806118,361.031501256764,332.017478227986,337.768171065162,310.923393795846,221.159495905028,219.855244333796,245.845222699517,296.742815732977,244.094636649208,264.264351910669,263.012234315077,280.514475623961,318.488375592255,345.703301618087,379.674512324353,354.714052962992,..,..,..,..
Ghana,GHA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1121.23732952702,1140.17203164174,1214.58889956638,1242.10059099327,1290.83158155029,1415.07704392466,1476.78040173811,1597.51501109423,1587.36454102121,1602.89179236254,1621.75295151539,1673.75276069028,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,23394,23786,24284,24848,25454,26041,26612,27174,27694,28159,28560,28869,29104,29278,29427,29578,29742,29902,30049,30177,30272,30334,30381,30383,30325,30207,30004,29744,29469,29262,29164,29212,29379,29623,29895,30147,30382,30594,30801,30991,31180,31374,31544,31720,31896,32085,32296,32510,32732,32956,33189,33405,33623,33831,34038,34228,34408,34571,..
Gibraltar,GIB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,1558.76545775746,1546.17921935129,1605.300908532,1563.19026744147,1656.63668943133,1681.12433595589,1638.68637549328,1630.66990582049,1723.16665009776,1717.75898520085,1780.18065537021,1876.17260787993,1941.87539084356,1945.58944765045,2019.39947694243,2099.72003732836,2084.45400753093,2239.64165733483,2631.39908413642,2537.37484570018,2978.22812542791,3267.64015112836,3375.75532525403,3445.39220605452,3482.93362523634,3521.82213152525,3530.1039419494,3636.24557644232,3743.02216772611,3880.69275176395,3888.57015363039,3962.71874207456,4098.36065573771,4138.44996237773,4394.57690509584,4520.68367599703,4613.9649338665,4918.73396065013,5128.04952057288,5182.43996504866,4969.31597066307,5085.80436011064,5409.24004611155,5640.75445090781,..,..,..,..
Gibraltar,GIB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Population, total",SP.POP.TOTL,8331725,8398050,8448233,8479625,8510429,8550333,8613651,8684088,8740765,8772764,8792806,8831036,8888628,8929086,8962022,9046541,9188150,9308479,9429959,9548258,9642505,9729350,9789513,9846627,9895801,9934300,9967213,10000595,10036983,10089498,10196792,10319927,10399061,10460415,10512922,10562153,10608800,10661259,10720509,10761698,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10753531,..
Greece,GRC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,241.726653244076,272.56327361709,305.389304485328,342.114185474004,407.970033003037,475.420080130212,625.286536452429,742.277139522308,802.790144798539,917.612738699001,1023.79149500171,1198.27390580222,1360.95244395423,1547.97478711707,1562.25905270038,1655.77097367933,1802.86564760044,1895.04644099213,2100.96353547242,2180.6071851012,2247.44503632614,2263.76890542534,2270.49088141565,2424.58661224803,2561.69258051976,2666.31770733721,2724.23193925925,2859.12988177203,3097.54435172402,3205.11486299913,3221.40532041842,3253.22068654168,3398.38375791814,3459.42297700426,3598.52379766539,3708.99758789709,3832.66721966669,3989.11610720648,4175.73456633449,4316.32628977323,4586.32987001065,4719.14721713932,4909.63969803033,5091.29242400534,5200.02435386272,5297.20002541112,5434.57646854069,5701.33085359398,5805.19254609269,5627.88370630926,5333.43955553561,5389.33312225532,5534.89715854516,5028.99579406178,5062.60642155232,..,..,..,..
Greece,GRC,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,13605.7249693279,14672.5789754337,16048.8083866908,17266.5067084485,16221.1648053944,17023.8802265078,17952.7958897375,18265.3609105005,19262.4561613116,19672.7606266039,19670.7994085706,19105.355039205,18792.4111026045,18411.714909146,18512.082520524,18849.6863441636,18787.0022714004,18402.5924943389,19090.2956833358,19737.7035272525,19755.6702840467,20200.0316789625,20238.8064727793,19749.145702425,20058.8842788679,20385.11534595,20807.9757882022,21649.1366968986,22341.9938287115,22673.5084023795,23358.1865822016,24264.3235808824,25044.9564525759,26248.7650022926,27483.2489749669,27368.4807129526,28635.7333800126,29280.1835250516,28986.6119448047,27880.2378850099,26366.3504599765,23829.9582730557,22980.4339038806,22224.4790825661,22718.6399231961,22647.0534067761,22667.1231653851,23100.9234298507,..
Greenland,GRL,"Population, total",SP.POP.TOTL,32500,33700,35000,36400,37600,39200,40500,41900,43400,44900,46400,47200,48300,49000,49500,49600,49700,49400,49200,49600,50200,51000,51500,52100,52700,53200,53500,54100,54800,55300,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114,56186,56171,..
